Tool,Workload,Description,Model,Run,Phase,Iteration,Time
SQLite,Repair,,railway-repair-2,1,Read,,179735164
SQLite,Repair,,railway-repair-2,1,Check,,64556187
SQLite,Repair,,railway-repair-2,1,Transformation,1,1448956
SQLite,Repair,,railway-repair-2,1,Recheck,1,52526664
SQLite,Repair,,railway-repair-2,1,Transformation,2,841717
SQLite,Repair,,railway-repair-2,1,Recheck,2,52124428
SQLite,Repair,,railway-repair-2,1,Transformation,3,740256
SQLite,Repair,,railway-repair-2,1,Recheck,3,52072677
SQLite,Repair,,railway-repair-2,1,Transformation,4,737835
SQLite,Repair,,railway-repair-2,1,Recheck,4,51762325
SQLite,Repair,,railway-repair-2,1,Transformation,5,670965
SQLite,Repair,,railway-repair-2,1,Recheck,5,51782674
SQLite,Repair,,railway-repair-2,2,Read,,37399622
SQLite,Repair,,railway-repair-2,2,Check,,54015878
SQLite,Repair,,railway-repair-2,2,Transformation,1,964751
SQLite,Repair,,railway-repair-2,2,Recheck,1,52204981
SQLite,Repair,,railway-repair-2,2,Transformation,2,783902
SQLite,Repair,,railway-repair-2,2,Recheck,2,51960944
SQLite,Repair,,railway-repair-2,2,Transformation,3,716685
SQLite,Repair,,railway-repair-2,2,Recheck,3,51926369
SQLite,Repair,,railway-repair-2,2,Transformation,4,661714
SQLite,Repair,,railway-repair-2,2,Recheck,4,51790680
SQLite,Repair,,railway-repair-2,2,Transformation,5,659900
SQLite,Repair,,railway-repair-2,2,Recheck,5,51867221
SQLite,Repair,,railway-repair-2,3,Read,,38071221
SQLite,Repair,,railway-repair-2,3,Check,,54311712
SQLite,Repair,,railway-repair-2,3,Transformation,1,998648
SQLite,Repair,,railway-repair-2,3,Recheck,1,52426708
SQLite,Repair,,railway-repair-2,3,Transformation,2,725158
SQLite,Repair,,railway-repair-2,3,Recheck,2,52148587
SQLite,Repair,,railway-repair-2,3,Transformation,3,746581
SQLite,Repair,,railway-repair-2,3,Recheck,3,51725101
SQLite,Repair,,railway-repair-2,3,Transformation,4,682979
SQLite,Repair,,railway-repair-2,3,Recheck,4,51841168
SQLite,Repair,,railway-repair-2,3,Transformation,5,667459
SQLite,Repair,,railway-repair-2,3,Recheck,5,51914573
SQLite,Repair,,railway-repair-2,4,Read,,36507565
SQLite,Repair,,railway-repair-2,4,Check,,54350065
SQLite,Repair,,railway-repair-2,4,Transformation,1,912511
SQLite,Repair,,railway-repair-2,4,Recheck,1,52224409
SQLite,Repair,,railway-repair-2,4,Transformation,2,836116
SQLite,Repair,,railway-repair-2,4,Recheck,2,52228160
SQLite,Repair,,railway-repair-2,4,Transformation,3,665595
SQLite,Repair,,railway-repair-2,4,Recheck,3,52308221
SQLite,Repair,,railway-repair-2,4,Transformation,4,658226
SQLite,Repair,,railway-repair-2,4,Recheck,4,52073687
SQLite,Repair,,railway-repair-2,4,Transformation,5,607883
SQLite,Repair,,railway-repair-2,4,Recheck,5,52102785
SQLite,Repair,,railway-repair-2,5,Read,,36988462
SQLite,Repair,,railway-repair-2,5,Check,,54249835
SQLite,Repair,,railway-repair-2,5,Transformation,1,849235
SQLite,Repair,,railway-repair-2,5,Recheck,1,52165409
SQLite,Repair,,railway-repair-2,5,Transformation,2,664108
SQLite,Repair,,railway-repair-2,5,Recheck,2,51760866
SQLite,Repair,,railway-repair-2,5,Transformation,3,676182
SQLite,Repair,,railway-repair-2,5,Recheck,3,52091287
SQLite,Repair,,railway-repair-2,5,Transformation,4,579509
SQLite,Repair,,railway-repair-2,5,Recheck,4,52115279
SQLite,Repair,,railway-repair-2,5,Transformation,5,628258
SQLite,Repair,,railway-repair-2,5,Recheck,5,51916879
