Tool,Workload,Description,Model,Run,Phase,Iteration,Time
Jena (Inferencing),Inject,,railway-inject-16,1,Read,,1331792747
Jena (Inferencing),Inject,,railway-inject-16,1,Check,,5131615625
Jena (Inferencing),Inject,,railway-inject-16,1,Transformation,1,87197090
Jena (Inferencing),Inject,,railway-inject-16,1,Recheck,1,3789486605
Jena (Inferencing),Inject,,railway-inject-16,1,Transformation,2,22692385
Jena (Inferencing),Inject,,railway-inject-16,1,Recheck,2,3098609303
Jena (Inferencing),Inject,,railway-inject-16,1,Transformation,3,16429387
Jena (Inferencing),Inject,,railway-inject-16,1,Recheck,3,2883395817
Jena (Inferencing),Inject,,railway-inject-16,1,Transformation,4,16417563
Jena (Inferencing),Inject,,railway-inject-16,1,Recheck,4,2877414976
Jena (Inferencing),Inject,,railway-inject-16,1,Transformation,5,10821784
Jena (Inferencing),Inject,,railway-inject-16,1,Recheck,5,2915795387
Jena (Inferencing),Inject,,railway-inject-16,2,Read,,888116538
Jena (Inferencing),Inject,,railway-inject-16,2,Check,,3243725908
Jena (Inferencing),Inject,,railway-inject-16,2,Transformation,1,18837224
Jena (Inferencing),Inject,,railway-inject-16,2,Recheck,1,3090430353
Jena (Inferencing),Inject,,railway-inject-16,2,Transformation,2,9522833
Jena (Inferencing),Inject,,railway-inject-16,2,Recheck,2,2817353497
Jena (Inferencing),Inject,,railway-inject-16,2,Transformation,3,13699224
Jena (Inferencing),Inject,,railway-inject-16,2,Recheck,3,2863402076
Jena (Inferencing),Inject,,railway-inject-16,2,Transformation,4,7990787
Jena (Inferencing),Inject,,railway-inject-16,2,Recheck,4,2808225111
Jena (Inferencing),Inject,,railway-inject-16,2,Transformation,5,7016476
Jena (Inferencing),Inject,,railway-inject-16,2,Recheck,5,2761472588
Jena (Inferencing),Inject,,railway-inject-16,3,Read,,658112319
Jena (Inferencing),Inject,,railway-inject-16,3,Check,,3069695919
Jena (Inferencing),Inject,,railway-inject-16,3,Transformation,1,18760064
Jena (Inferencing),Inject,,railway-inject-16,3,Recheck,1,2764923328
Jena (Inferencing),Inject,,railway-inject-16,3,Transformation,2,6600702
Jena (Inferencing),Inject,,railway-inject-16,3,Recheck,2,2771649435
Jena (Inferencing),Inject,,railway-inject-16,3,Transformation,3,6710369
Jena (Inferencing),Inject,,railway-inject-16,3,Recheck,3,2818787933
Jena (Inferencing),Inject,,railway-inject-16,3,Transformation,4,6559328
Jena (Inferencing),Inject,,railway-inject-16,3,Recheck,4,2767000524
Jena (Inferencing),Inject,,railway-inject-16,3,Transformation,5,6627919
Jena (Inferencing),Inject,,railway-inject-16,3,Recheck,5,2856757214
Jena (Inferencing),Inject,,railway-inject-16,4,Read,,680948757
Jena (Inferencing),Inject,,railway-inject-16,4,Check,,3137880754
Jena (Inferencing),Inject,,railway-inject-16,4,Transformation,1,12577342
Jena (Inferencing),Inject,,railway-inject-16,4,Recheck,1,2750051001
Jena (Inferencing),Inject,,railway-inject-16,4,Transformation,2,6452777
Jena (Inferencing),Inject,,railway-inject-16,4,Recheck,2,2762783045
Jena (Inferencing),Inject,,railway-inject-16,4,Transformation,3,6426104
Jena (Inferencing),Inject,,railway-inject-16,4,Recheck,3,2764687696
Jena (Inferencing),Inject,,railway-inject-16,4,Transformation,4,5840044
Jena (Inferencing),Inject,,railway-inject-16,4,Recheck,4,2739485272
Jena (Inferencing),Inject,,railway-inject-16,4,Transformation,5,6253543
Jena (Inferencing),Inject,,railway-inject-16,4,Recheck,5,2711008864
Jena (Inferencing),Inject,,railway-inject-16,5,Read,,632954059
Jena (Inferencing),Inject,,railway-inject-16,5,Check,,2931420785
Jena (Inferencing),Inject,,railway-inject-16,5,Transformation,1,14728517
Jena (Inferencing),Inject,,railway-inject-16,5,Recheck,1,2961232413
Jena (Inferencing),Inject,,railway-inject-16,5,Transformation,2,5491668
Jena (Inferencing),Inject,,railway-inject-16,5,Recheck,2,2760268196
Jena (Inferencing),Inject,,railway-inject-16,5,Transformation,3,5456148
Jena (Inferencing),Inject,,railway-inject-16,5,Recheck,3,2747689217
Jena (Inferencing),Inject,,railway-inject-16,5,Transformation,4,5051196
Jena (Inferencing),Inject,,railway-inject-16,5,Recheck,4,2771398872
Jena (Inferencing),Inject,,railway-inject-16,5,Transformation,5,4932512
Jena (Inferencing),Inject,,railway-inject-16,5,Recheck,5,2679643814
