Tool,Workload,Description,Model,Run,Phase,Iteration,Time
MySQL,Repair,,railway-repair-4,1,Read,,382243468
MySQL,Repair,,railway-repair-4,1,Check,,1886883458
MySQL,Repair,,railway-repair-4,1,Transformation,1,26713289
MySQL,Repair,,railway-repair-4,1,Recheck,1,1865783393
MySQL,Repair,,railway-repair-4,1,Transformation,2,22069985
MySQL,Repair,,railway-repair-4,1,Recheck,2,2011052300
MySQL,Repair,,railway-repair-4,1,Transformation,3,11161445
MySQL,Repair,,railway-repair-4,1,Recheck,3,1904563200
MySQL,Repair,,railway-repair-4,1,Transformation,4,11238410
MySQL,Repair,,railway-repair-4,1,Recheck,4,1919164387
MySQL,Repair,,railway-repair-4,1,Transformation,5,9911730
MySQL,Repair,,railway-repair-4,1,Recheck,5,1902618279
MySQL,Repair,,railway-repair-4,2,Read,,83944222
MySQL,Repair,,railway-repair-4,2,Check,,1871597496
MySQL,Repair,,railway-repair-4,2,Transformation,1,23424487
MySQL,Repair,,railway-repair-4,2,Recheck,1,1847605371
MySQL,Repair,,railway-repair-4,2,Transformation,2,22586660
MySQL,Repair,,railway-repair-4,2,Recheck,2,1858743740
MySQL,Repair,,railway-repair-4,2,Transformation,3,12342597
MySQL,Repair,,railway-repair-4,2,Recheck,3,1901756867
MySQL,Repair,,railway-repair-4,2,Transformation,4,11021382
MySQL,Repair,,railway-repair-4,2,Recheck,4,1890476174
MySQL,Repair,,railway-repair-4,2,Transformation,5,13543483
MySQL,Repair,,railway-repair-4,2,Recheck,5,1902136140
MySQL,Repair,,railway-repair-4,3,Read,,90862651
MySQL,Repair,,railway-repair-4,3,Check,,1809825614
MySQL,Repair,,railway-repair-4,3,Transformation,1,13626037
MySQL,Repair,,railway-repair-4,3,Recheck,1,1848427356
MySQL,Repair,,railway-repair-4,3,Transformation,2,12991952
MySQL,Repair,,railway-repair-4,3,Recheck,2,1885663876
MySQL,Repair,,railway-repair-4,3,Transformation,3,9554673
MySQL,Repair,,railway-repair-4,3,Recheck,3,1890204822
MySQL,Repair,,railway-repair-4,3,Transformation,4,11206528
MySQL,Repair,,railway-repair-4,3,Recheck,4,1904121876
MySQL,Repair,,railway-repair-4,3,Transformation,5,11829791
MySQL,Repair,,railway-repair-4,3,Recheck,5,1902377487
MySQL,Repair,,railway-repair-4,4,Read,,79661317
MySQL,Repair,,railway-repair-4,4,Check,,1861491618
MySQL,Repair,,railway-repair-4,4,Transformation,1,13715204
MySQL,Repair,,railway-repair-4,4,Recheck,1,1852019614
MySQL,Repair,,railway-repair-4,4,Transformation,2,11998021
MySQL,Repair,,railway-repair-4,4,Recheck,2,1863082549
MySQL,Repair,,railway-repair-4,4,Transformation,3,9362975
MySQL,Repair,,railway-repair-4,4,Recheck,3,1866583160
MySQL,Repair,,railway-repair-4,4,Transformation,4,9310844
MySQL,Repair,,railway-repair-4,4,Recheck,4,1914871460
MySQL,Repair,,railway-repair-4,4,Transformation,5,15161126
MySQL,Repair,,railway-repair-4,4,Recheck,5,1945316719
MySQL,Repair,,railway-repair-4,5,Read,,82597588
MySQL,Repair,,railway-repair-4,5,Check,,1848226042
MySQL,Repair,,railway-repair-4,5,Transformation,1,13093245
MySQL,Repair,,railway-repair-4,5,Recheck,1,1856854380
MySQL,Repair,,railway-repair-4,5,Transformation,2,11680206
MySQL,Repair,,railway-repair-4,5,Recheck,2,1856007177
MySQL,Repair,,railway-repair-4,5,Transformation,3,10664744
MySQL,Repair,,railway-repair-4,5,Recheck,3,1874037739
MySQL,Repair,,railway-repair-4,5,Transformation,4,10593990
MySQL,Repair,,railway-repair-4,5,Recheck,4,1882460588
MySQL,Repair,,railway-repair-4,5,Transformation,5,8241985
MySQL,Repair,,railway-repair-4,5,Recheck,5,1885007670
