Tool,Workload,Description,Model,Run,Phase,Iteration,Time
Jena (Inferencing),Repair,,railway-repair-2,1,Read,,615431137
Jena (Inferencing),Repair,,railway-repair-2,1,Check,,1510039073
Jena (Inferencing),Repair,,railway-repair-2,1,Transformation,1,40882134
Jena (Inferencing),Repair,,railway-repair-2,1,Recheck,1,1059851854
Jena (Inferencing),Repair,,railway-repair-2,1,Transformation,2,17691797
Jena (Inferencing),Repair,,railway-repair-2,1,Recheck,2,803099609
Jena (Inferencing),Repair,,railway-repair-2,1,Transformation,3,14393951
Jena (Inferencing),Repair,,railway-repair-2,1,Recheck,3,414544446
Jena (Inferencing),Repair,,railway-repair-2,1,Transformation,4,13918345
Jena (Inferencing),Repair,,railway-repair-2,1,Recheck,4,366355464
Jena (Inferencing),Repair,,railway-repair-2,1,Transformation,5,12480939
Jena (Inferencing),Repair,,railway-repair-2,1,Recheck,5,240273192
Jena (Inferencing),Repair,,railway-repair-2,2,Read,,259483698
Jena (Inferencing),Repair,,railway-repair-2,2,Check,,200846888
Jena (Inferencing),Repair,,railway-repair-2,2,Transformation,1,10637527
Jena (Inferencing),Repair,,railway-repair-2,2,Recheck,1,197925749
Jena (Inferencing),Repair,,railway-repair-2,2,Transformation,2,9221250
Jena (Inferencing),Repair,,railway-repair-2,2,Recheck,2,196378073
Jena (Inferencing),Repair,,railway-repair-2,2,Transformation,3,7704148
Jena (Inferencing),Repair,,railway-repair-2,2,Recheck,3,197913292
Jena (Inferencing),Repair,,railway-repair-2,2,Transformation,4,7400981
Jena (Inferencing),Repair,,railway-repair-2,2,Recheck,4,193476900
Jena (Inferencing),Repair,,railway-repair-2,2,Transformation,5,5756916
Jena (Inferencing),Repair,,railway-repair-2,2,Recheck,5,192910753
Jena (Inferencing),Repair,,railway-repair-2,3,Read,,163861480
Jena (Inferencing),Repair,,railway-repair-2,3,Check,,195155043
Jena (Inferencing),Repair,,railway-repair-2,3,Transformation,1,7863917
Jena (Inferencing),Repair,,railway-repair-2,3,Recheck,1,195678896
Jena (Inferencing),Repair,,railway-repair-2,3,Transformation,2,6517390
Jena (Inferencing),Repair,,railway-repair-2,3,Recheck,2,199905885
Jena (Inferencing),Repair,,railway-repair-2,3,Transformation,3,6792451
Jena (Inferencing),Repair,,railway-repair-2,3,Recheck,3,206982883
Jena (Inferencing),Repair,,railway-repair-2,3,Transformation,4,5397389
Jena (Inferencing),Repair,,railway-repair-2,3,Recheck,4,197787928
Jena (Inferencing),Repair,,railway-repair-2,3,Transformation,5,4934365
Jena (Inferencing),Repair,,railway-repair-2,3,Recheck,5,192410163
Jena (Inferencing),Repair,,railway-repair-2,4,Read,,108197265
Jena (Inferencing),Repair,,railway-repair-2,4,Check,,202233992
Jena (Inferencing),Repair,,railway-repair-2,4,Transformation,1,9676698
Jena (Inferencing),Repair,,railway-repair-2,4,Recheck,1,191191780
Jena (Inferencing),Repair,,railway-repair-2,4,Transformation,2,7656805
Jena (Inferencing),Repair,,railway-repair-2,4,Recheck,2,194165358
Jena (Inferencing),Repair,,railway-repair-2,4,Transformation,3,4600170
Jena (Inferencing),Repair,,railway-repair-2,4,Recheck,3,191095056
Jena (Inferencing),Repair,,railway-repair-2,4,Transformation,4,4481797
Jena (Inferencing),Repair,,railway-repair-2,4,Recheck,4,189362201
Jena (Inferencing),Repair,,railway-repair-2,4,Transformation,5,3815129
Jena (Inferencing),Repair,,railway-repair-2,4,Recheck,5,191228039
Jena (Inferencing),Repair,,railway-repair-2,5,Read,,77794910
Jena (Inferencing),Repair,,railway-repair-2,5,Check,,187671258
Jena (Inferencing),Repair,,railway-repair-2,5,Transformation,1,4982221
Jena (Inferencing),Repair,,railway-repair-2,5,Recheck,1,188935022
Jena (Inferencing),Repair,,railway-repair-2,5,Transformation,2,4344301
Jena (Inferencing),Repair,,railway-repair-2,5,Recheck,2,189110936
Jena (Inferencing),Repair,,railway-repair-2,5,Transformation,3,3937542
Jena (Inferencing),Repair,,railway-repair-2,5,Recheck,3,188522628
Jena (Inferencing),Repair,,railway-repair-2,5,Transformation,4,3741415
Jena (Inferencing),Repair,,railway-repair-2,5,Recheck,4,189183716
Jena (Inferencing),Repair,,railway-repair-2,5,Transformation,5,3586739
Jena (Inferencing),Repair,,railway-repair-2,5,Recheck,5,190348213
