Tool,Workload,Description,Model,Run,Query,Iteration,Matches
Jena (No Inferencing),Repair,,railway-repair-512,1,ConnectedSegments,1,6368
Jena (No Inferencing),Repair,,railway-repair-512,1,ConnectedSegments,2,5732
Jena (No Inferencing),Repair,,railway-repair-512,1,ConnectedSegments,3,5159
Jena (No Inferencing),Repair,,railway-repair-512,1,ConnectedSegments,4,4644
Jena (No Inferencing),Repair,,railway-repair-512,1,ConnectedSegments,5,4180
Jena (No Inferencing),Repair,,railway-repair-512,1,ConnectedSegments,6,3762
Jena (No Inferencing),Repair,,railway-repair-512,1,PosLength,1,64211
Jena (No Inferencing),Repair,,railway-repair-512,1,PosLength,2,57744
Jena (No Inferencing),Repair,,railway-repair-512,1,PosLength,3,51935
Jena (No Inferencing),Repair,,railway-repair-512,1,PosLength,4,46718
Jena (No Inferencing),Repair,,railway-repair-512,1,PosLength,5,42033
Jena (No Inferencing),Repair,,railway-repair-512,1,PosLength,6,37815
Jena (No Inferencing),Repair,,railway-repair-512,1,RouteSensor,1,10387
Jena (No Inferencing),Repair,,railway-repair-512,1,RouteSensor,2,9410
Jena (No Inferencing),Repair,,railway-repair-512,1,RouteSensor,3,8524
Jena (No Inferencing),Repair,,railway-repair-512,1,RouteSensor,4,7722
Jena (No Inferencing),Repair,,railway-repair-512,1,RouteSensor,5,6995
Jena (No Inferencing),Repair,,railway-repair-512,1,RouteSensor,6,6336
Jena (No Inferencing),Repair,,railway-repair-512,1,SemaphoreNeighbor,1,1596
Jena (No Inferencing),Repair,,railway-repair-512,1,SemaphoreNeighbor,2,1002
Jena (No Inferencing),Repair,,railway-repair-512,1,SemaphoreNeighbor,3,639
Jena (No Inferencing),Repair,,railway-repair-512,1,SemaphoreNeighbor,4,437
Jena (No Inferencing),Repair,,railway-repair-512,1,SemaphoreNeighbor,5,314
Jena (No Inferencing),Repair,,railway-repair-512,1,SemaphoreNeighbor,6,220
Jena (No Inferencing),Repair,,railway-repair-512,1,SwitchSet,1,1990
Jena (No Inferencing),Repair,,railway-repair-512,1,SwitchSet,2,1922
Jena (No Inferencing),Repair,,railway-repair-512,1,SwitchSet,3,1811
Jena (No Inferencing),Repair,,railway-repair-512,1,SwitchSet,4,1677
Jena (No Inferencing),Repair,,railway-repair-512,1,SwitchSet,5,1554
Jena (No Inferencing),Repair,,railway-repair-512,1,SwitchSet,6,1427
Jena (No Inferencing),Repair,,railway-repair-512,1,SwitchMonitored,1,618
Jena (No Inferencing),Repair,,railway-repair-512,1,SwitchMonitored,2,557
Jena (No Inferencing),Repair,,railway-repair-512,1,SwitchMonitored,3,502
Jena (No Inferencing),Repair,,railway-repair-512,1,SwitchMonitored,4,452
Jena (No Inferencing),Repair,,railway-repair-512,1,SwitchMonitored,5,407
Jena (No Inferencing),Repair,,railway-repair-512,1,SwitchMonitored,6,367
Jena (No Inferencing),Repair,,railway-repair-512,2,ConnectedSegments,1,6368
Jena (No Inferencing),Repair,,railway-repair-512,2,ConnectedSegments,2,5732
Jena (No Inferencing),Repair,,railway-repair-512,2,ConnectedSegments,3,5159
Jena (No Inferencing),Repair,,railway-repair-512,2,ConnectedSegments,4,4644
Jena (No Inferencing),Repair,,railway-repair-512,2,ConnectedSegments,5,4180
Jena (No Inferencing),Repair,,railway-repair-512,2,ConnectedSegments,6,3762
Jena (No Inferencing),Repair,,railway-repair-512,2,PosLength,1,64211
Jena (No Inferencing),Repair,,railway-repair-512,2,PosLength,2,57744
Jena (No Inferencing),Repair,,railway-repair-512,2,PosLength,3,51935
Jena (No Inferencing),Repair,,railway-repair-512,2,PosLength,4,46718
Jena (No Inferencing),Repair,,railway-repair-512,2,PosLength,5,42033
Jena (No Inferencing),Repair,,railway-repair-512,2,PosLength,6,37815
