Tool,Workload,Description,Model,Run,Phase,Iteration,Time
VIATRA (Local Search),Repair,,railway-repair-512,1,Read,,9549792665
VIATRA (Local Search),Repair,,railway-repair-512,1,Check,,24416702612
VIATRA (Local Search),Repair,,railway-repair-512,1,Transformation,1,99196860
VIATRA (Local Search),Repair,,railway-repair-512,1,Recheck,1,6506469853
VIATRA (Local Search),Repair,,railway-repair-512,1,Transformation,2,29528732
VIATRA (Local Search),Repair,,railway-repair-512,1,Recheck,2,6137840818
VIATRA (Local Search),Repair,,railway-repair-512,1,Transformation,3,20580694
VIATRA (Local Search),Repair,,railway-repair-512,1,Recheck,3,6607744230
VIATRA (Local Search),Repair,,railway-repair-512,1,Transformation,4,16809992
VIATRA (Local Search),Repair,,railway-repair-512,1,Recheck,4,5950242287
VIATRA (Local Search),Repair,,railway-repair-512,1,Transformation,5,14918390
VIATRA (Local Search),Repair,,railway-repair-512,1,Recheck,5,6044943258
VIATRA (Local Search),Repair,,railway-repair-512,2,Read,,7187160859
VIATRA (Local Search),Repair,,railway-repair-512,2,Check,,20088696135
VIATRA (Local Search),Repair,,railway-repair-512,2,Transformation,1,67445618
VIATRA (Local Search),Repair,,railway-repair-512,2,Recheck,1,6115010678
VIATRA (Local Search),Repair,,railway-repair-512,2,Transformation,2,22245336
VIATRA (Local Search),Repair,,railway-repair-512,2,Recheck,2,6023006654
VIATRA (Local Search),Repair,,railway-repair-512,2,Transformation,3,18432273
VIATRA (Local Search),Repair,,railway-repair-512,2,Recheck,3,6043301683
VIATRA (Local Search),Repair,,railway-repair-512,2,Transformation,4,16907116
VIATRA (Local Search),Repair,,railway-repair-512,2,Recheck,4,5992763703
VIATRA (Local Search),Repair,,railway-repair-512,2,Transformation,5,14770756
VIATRA (Local Search),Repair,,railway-repair-512,2,Recheck,5,6461050899
VIATRA (Local Search),Repair,,railway-repair-512,3,Read,,10864747184
VIATRA (Local Search),Repair,,railway-repair-512,3,Check,,20153350502
VIATRA (Local Search),Repair,,railway-repair-512,3,Transformation,1,22462076
VIATRA (Local Search),Repair,,railway-repair-512,3,Recheck,1,6100728218
VIATRA (Local Search),Repair,,railway-repair-512,3,Transformation,2,19316772
VIATRA (Local Search),Repair,,railway-repair-512,3,Recheck,2,6024780394
VIATRA (Local Search),Repair,,railway-repair-512,3,Transformation,3,16565931
VIATRA (Local Search),Repair,,railway-repair-512,3,Recheck,3,9166191982
VIATRA (Local Search),Repair,,railway-repair-512,3,Transformation,4,24778111
VIATRA (Local Search),Repair,,railway-repair-512,3,Recheck,4,9857392959
VIATRA (Local Search),Repair,,railway-repair-512,3,Transformation,5,21984985
VIATRA (Local Search),Repair,,railway-repair-512,3,Recheck,5,8103108203
VIATRA (Local Search),Repair,,railway-repair-512,4,Read,,7012404434
VIATRA (Local Search),Repair,,railway-repair-512,4,Check,,19613944851
VIATRA (Local Search),Repair,,railway-repair-512,4,Transformation,1,20012992
VIATRA (Local Search),Repair,,railway-repair-512,4,Recheck,1,6146723854
VIATRA (Local Search),Repair,,railway-repair-512,4,Transformation,2,17826528
VIATRA (Local Search),Repair,,railway-repair-512,4,Recheck,2,6013708318
VIATRA (Local Search),Repair,,railway-repair-512,4,Transformation,3,16112734
VIATRA (Local Search),Repair,,railway-repair-512,4,Recheck,3,7062373225
VIATRA (Local Search),Repair,,railway-repair-512,4,Transformation,4,24399186
VIATRA (Local Search),Repair,,railway-repair-512,4,Recheck,4,8613471458
VIATRA (Local Search),Repair,,railway-repair-512,4,Transformation,5,13449974
VIATRA (Local Search),Repair,,railway-repair-512,4,Recheck,5,6115016218
VIATRA (Local Search),Repair,,railway-repair-512,5,Read,,8225427438
VIATRA (Local Search),Repair,,railway-repair-512,5,Check,,19497929341
VIATRA (Local Search),Repair,,railway-repair-512,5,Transformation,1,20246411
VIATRA (Local Search),Repair,,railway-repair-512,5,Recheck,1,5924377786
VIATRA (Local Search),Repair,,railway-repair-512,5,Transformation,2,17963746
VIATRA (Local Search),Repair,,railway-repair-512,5,Recheck,2,5934006914
VIATRA (Local Search),Repair,,railway-repair-512,5,Transformation,3,16120879
VIATRA (Local Search),Repair,,railway-repair-512,5,Recheck,3,6287607914
VIATRA (Local Search),Repair,,railway-repair-512,5,Transformation,4,14812809
VIATRA (Local Search),Repair,,railway-repair-512,5,Recheck,4,6497521772
VIATRA (Local Search),Repair,,railway-repair-512,5,Transformation,5,13157737
VIATRA (Local Search),Repair,,railway-repair-512,5,Recheck,5,6359245381
