Tool,Workload,Description,Model,Run,Phase,Iteration,Time
EMF API,Repair,,railway-repair-32,1,Read,,1381762544
EMF API,Repair,,railway-repair-32,1,Check,,1593162233
EMF API,Repair,,railway-repair-32,1,Transformation,1,792046
EMF API,Repair,,railway-repair-32,1,Recheck,1,1526237785
EMF API,Repair,,railway-repair-32,1,Transformation,2,424590
EMF API,Repair,,railway-repair-32,1,Recheck,2,1549000602
EMF API,Repair,,railway-repair-32,1,Transformation,3,391734
EMF API,Repair,,railway-repair-32,1,Recheck,3,1581284524
EMF API,Repair,,railway-repair-32,1,Transformation,4,353567
EMF API,Repair,,railway-repair-32,1,Recheck,4,1574072920
EMF API,Repair,,railway-repair-32,1,Transformation,5,350727
EMF API,Repair,,railway-repair-32,1,Recheck,5,1608336799
EMF API,Repair,,railway-repair-32,2,Read,,487927019
EMF API,Repair,,railway-repair-32,2,Check,,1473139915
EMF API,Repair,,railway-repair-32,2,Transformation,1,393263
EMF API,Repair,,railway-repair-32,2,Recheck,1,1516376832
EMF API,Repair,,railway-repair-32,2,Transformation,2,446876
EMF API,Repair,,railway-repair-32,2,Recheck,2,1537501619
EMF API,Repair,,railway-repair-32,2,Transformation,3,390296
EMF API,Repair,,railway-repair-32,2,Recheck,3,1559404168
EMF API,Repair,,railway-repair-32,2,Transformation,4,340677
EMF API,Repair,,railway-repair-32,2,Recheck,4,1583606964
EMF API,Repair,,railway-repair-32,2,Transformation,5,302825
EMF API,Repair,,railway-repair-32,2,Recheck,5,1591957551
EMF API,Repair,,railway-repair-32,3,Read,,456988089
EMF API,Repair,,railway-repair-32,3,Check,,1186699109
EMF API,Repair,,railway-repair-32,3,Transformation,1,426510
EMF API,Repair,,railway-repair-32,3,Recheck,1,1226259757
EMF API,Repair,,railway-repair-32,3,Transformation,2,411817
EMF API,Repair,,railway-repair-32,3,Recheck,2,1217765003
EMF API,Repair,,railway-repair-32,3,Transformation,3,278643
EMF API,Repair,,railway-repair-32,3,Recheck,3,1235468595
EMF API,Repair,,railway-repair-32,3,Transformation,4,290753
EMF API,Repair,,railway-repair-32,3,Recheck,4,1258860565
EMF API,Repair,,railway-repair-32,3,Transformation,5,210702
EMF API,Repair,,railway-repair-32,3,Recheck,5,1273575456
EMF API,Repair,,railway-repair-32,4,Read,,421068802
EMF API,Repair,,railway-repair-32,4,Check,,1485556519
EMF API,Repair,,railway-repair-32,4,Transformation,1,265141
EMF API,Repair,,railway-repair-32,4,Recheck,1,1512705126
EMF API,Repair,,railway-repair-32,4,Transformation,2,269167
EMF API,Repair,,railway-repair-32,4,Recheck,2,1977457400
EMF API,Repair,,railway-repair-32,4,Transformation,3,228679
EMF API,Repair,,railway-repair-32,4,Recheck,3,1577329525
EMF API,Repair,,railway-repair-32,4,Transformation,4,219426
EMF API,Repair,,railway-repair-32,4,Recheck,4,1601827411
EMF API,Repair,,railway-repair-32,4,Transformation,5,209646
EMF API,Repair,,railway-repair-32,4,Recheck,5,1621252746
EMF API,Repair,,railway-repair-32,5,Read,,485321800
EMF API,Repair,,railway-repair-32,5,Check,,1359103286
EMF API,Repair,,railway-repair-32,5,Transformation,1,284034
EMF API,Repair,,railway-repair-32,5,Recheck,1,1395882833
EMF API,Repair,,railway-repair-32,5,Transformation,2,255373
EMF API,Repair,,railway-repair-32,5,Recheck,2,1423290086
EMF API,Repair,,railway-repair-32,5,Transformation,3,241273
EMF API,Repair,,railway-repair-32,5,Recheck,3,1468924593
EMF API,Repair,,railway-repair-32,5,Transformation,4,220798
EMF API,Repair,,railway-repair-32,5,Recheck,4,1474274475
EMF API,Repair,,railway-repair-32,5,Transformation,5,205839
EMF API,Repair,,railway-repair-32,5,Recheck,5,1483336933
