Tool,Workload,Description,Model,Run,Phase,Iteration,Time
VIATRA (Incremental),Inject,,railway-inject-2,1,Read,,1068070751
VIATRA (Incremental),Inject,,railway-inject-2,1,Check,,577735
VIATRA (Incremental),Inject,,railway-inject-2,1,Transformation,1,18306229
VIATRA (Incremental),Inject,,railway-inject-2,1,Recheck,1,66150
VIATRA (Incremental),Inject,,railway-inject-2,1,Transformation,2,9055640
VIATRA (Incremental),Inject,,railway-inject-2,1,Recheck,2,48200
VIATRA (Incremental),Inject,,railway-inject-2,1,Transformation,3,6359128
VIATRA (Incremental),Inject,,railway-inject-2,1,Recheck,3,56602
VIATRA (Incremental),Inject,,railway-inject-2,1,Transformation,4,6811497
VIATRA (Incremental),Inject,,railway-inject-2,1,Recheck,4,62290
VIATRA (Incremental),Inject,,railway-inject-2,1,Transformation,5,5976556
VIATRA (Incremental),Inject,,railway-inject-2,1,Recheck,5,58492
VIATRA (Incremental),Inject,,railway-inject-2,2,Read,,580414343
VIATRA (Incremental),Inject,,railway-inject-2,2,Check,,39864
VIATRA (Incremental),Inject,,railway-inject-2,2,Transformation,1,7853188
VIATRA (Incremental),Inject,,railway-inject-2,2,Recheck,1,33567
VIATRA (Incremental),Inject,,railway-inject-2,2,Transformation,2,9072073
VIATRA (Incremental),Inject,,railway-inject-2,2,Recheck,2,32908
VIATRA (Incremental),Inject,,railway-inject-2,2,Transformation,3,5521125
VIATRA (Incremental),Inject,,railway-inject-2,2,Recheck,3,29322
VIATRA (Incremental),Inject,,railway-inject-2,2,Transformation,4,5825544
VIATRA (Incremental),Inject,,railway-inject-2,2,Recheck,4,41338
VIATRA (Incremental),Inject,,railway-inject-2,2,Transformation,5,5265553
VIATRA (Incremental),Inject,,railway-inject-2,2,Recheck,5,82172
VIATRA (Incremental),Inject,,railway-inject-2,3,Read,,550854020
VIATRA (Incremental),Inject,,railway-inject-2,3,Check,,50660
VIATRA (Incremental),Inject,,railway-inject-2,3,Transformation,1,7262856
VIATRA (Incremental),Inject,,railway-inject-2,3,Recheck,1,29377
VIATRA (Incremental),Inject,,railway-inject-2,3,Transformation,2,6587273
VIATRA (Incremental),Inject,,railway-inject-2,3,Recheck,2,27990
VIATRA (Incremental),Inject,,railway-inject-2,3,Transformation,3,6597410
VIATRA (Incremental),Inject,,railway-inject-2,3,Recheck,3,37855
VIATRA (Incremental),Inject,,railway-inject-2,3,Transformation,4,5988476
VIATRA (Incremental),Inject,,railway-inject-2,3,Recheck,4,28278
VIATRA (Incremental),Inject,,railway-inject-2,3,Transformation,5,5454457
VIATRA (Incremental),Inject,,railway-inject-2,3,Recheck,5,28092
VIATRA (Incremental),Inject,,railway-inject-2,4,Read,,504307174
VIATRA (Incremental),Inject,,railway-inject-2,4,Check,,34322
VIATRA (Incremental),Inject,,railway-inject-2,4,Transformation,1,8337749
VIATRA (Incremental),Inject,,railway-inject-2,4,Recheck,1,27622
VIATRA (Incremental),Inject,,railway-inject-2,4,Transformation,2,7031810
VIATRA (Incremental),Inject,,railway-inject-2,4,Recheck,2,31908
VIATRA (Incremental),Inject,,railway-inject-2,4,Transformation,3,6392917
VIATRA (Incremental),Inject,,railway-inject-2,4,Recheck,3,71368
VIATRA (Incremental),Inject,,railway-inject-2,4,Transformation,4,6530219
VIATRA (Incremental),Inject,,railway-inject-2,4,Recheck,4,26677
VIATRA (Incremental),Inject,,railway-inject-2,4,Transformation,5,5814128
VIATRA (Incremental),Inject,,railway-inject-2,4,Recheck,5,50397
VIATRA (Incremental),Inject,,railway-inject-2,5,Read,,395694950
VIATRA (Incremental),Inject,,railway-inject-2,5,Check,,30978
VIATRA (Incremental),Inject,,railway-inject-2,5,Transformation,1,5689519
VIATRA (Incremental),Inject,,railway-inject-2,5,Recheck,1,23794
VIATRA (Incremental),Inject,,railway-inject-2,5,Transformation,2,4799262
VIATRA (Incremental),Inject,,railway-inject-2,5,Recheck,2,24363
VIATRA (Incremental),Inject,,railway-inject-2,5,Transformation,3,4484631
VIATRA (Incremental),Inject,,railway-inject-2,5,Recheck,3,23883
VIATRA (Incremental),Inject,,railway-inject-2,5,Transformation,4,4533186
VIATRA (Incremental),Inject,,railway-inject-2,5,Recheck,4,30834
VIATRA (Incremental),Inject,,railway-inject-2,5,Transformation,5,4764724
VIATRA (Incremental),Inject,,railway-inject-2,5,Recheck,5,28362
