Tool,Workload,Description,Model,Run,Query,Iteration,Matches
Eclipse OCL,Repair,,railway-repair-16,1,ConnectedSegments,1,204
Eclipse OCL,Repair,,railway-repair-16,1,ConnectedSegments,2,184
Eclipse OCL,Repair,,railway-repair-16,1,ConnectedSegments,3,166
Eclipse OCL,Repair,,railway-repair-16,1,ConnectedSegments,4,150
Eclipse OCL,Repair,,railway-repair-16,1,ConnectedSegments,5,135
Eclipse OCL,Repair,,railway-repair-16,1,ConnectedSegments,6,122
Eclipse OCL,Repair,,railway-repair-16,1,PosLength,1,1852
Eclipse OCL,Repair,,railway-repair-16,1,PosLength,2,1667
Eclipse OCL,Repair,,railway-repair-16,1,PosLength,3,1501
Eclipse OCL,Repair,,railway-repair-16,1,PosLength,4,1351
Eclipse OCL,Repair,,railway-repair-16,1,PosLength,5,1216
Eclipse OCL,Repair,,railway-repair-16,1,PosLength,6,1095
Eclipse OCL,Repair,,railway-repair-16,1,RouteSensor,1,288
Eclipse OCL,Repair,,railway-repair-16,1,RouteSensor,2,262
Eclipse OCL,Repair,,railway-repair-16,1,RouteSensor,3,237
Eclipse OCL,Repair,,railway-repair-16,1,RouteSensor,4,215
Eclipse OCL,Repair,,railway-repair-16,1,RouteSensor,5,195
Eclipse OCL,Repair,,railway-repair-16,1,RouteSensor,6,177
Eclipse OCL,Repair,,railway-repair-16,1,SemaphoreNeighbor,1,62
Eclipse OCL,Repair,,railway-repair-16,1,SemaphoreNeighbor,2,35
Eclipse OCL,Repair,,railway-repair-16,1,SemaphoreNeighbor,3,19
Eclipse OCL,Repair,,railway-repair-16,1,SemaphoreNeighbor,4,11
Eclipse OCL,Repair,,railway-repair-16,1,SemaphoreNeighbor,5,9
Eclipse OCL,Repair,,railway-repair-16,1,SemaphoreNeighbor,6,9
Eclipse OCL,Repair,,railway-repair-16,1,SwitchSet,1,61
Eclipse OCL,Repair,,railway-repair-16,1,SwitchSet,2,58
Eclipse OCL,Repair,,railway-repair-16,1,SwitchSet,3,56
Eclipse OCL,Repair,,railway-repair-16,1,SwitchSet,4,51
Eclipse OCL,Repair,,railway-repair-16,1,SwitchSet,5,48
Eclipse OCL,Repair,,railway-repair-16,1,SwitchSet,6,44
Eclipse OCL,Repair,,railway-repair-16,1,SwitchMonitored,1,20
Eclipse OCL,Repair,,railway-repair-16,1,SwitchMonitored,2,18
Eclipse OCL,Repair,,railway-repair-16,1,SwitchMonitored,3,17
Eclipse OCL,Repair,,railway-repair-16,1,SwitchMonitored,4,16
Eclipse OCL,Repair,,railway-repair-16,1,SwitchMonitored,5,15
Eclipse OCL,Repair,,railway-repair-16,1,SwitchMonitored,6,14
Eclipse OCL,Repair,,railway-repair-16,2,ConnectedSegments,1,204
Eclipse OCL,Repair,,railway-repair-16,2,ConnectedSegments,2,184
Eclipse OCL,Repair,,railway-repair-16,2,ConnectedSegments,3,166
Eclipse OCL,Repair,,railway-repair-16,2,ConnectedSegments,4,150
Eclipse OCL,Repair,,railway-repair-16,2,ConnectedSegments,5,135
Eclipse OCL,Repair,,railway-repair-16,2,ConnectedSegments,6,122
Eclipse OCL,Repair,,railway-repair-16,2,PosLength,1,1852
Eclipse OCL,Repair,,railway-repair-16,2,PosLength,2,1667
Eclipse OCL,Repair,,railway-repair-16,2,PosLength,3,1501
Eclipse OCL,Repair,,railway-repair-16,2,PosLength,4,1351
Eclipse OCL,Repair,,railway-repair-16,2,PosLength,5,1216
Eclipse OCL,Repair,,railway-repair-16,2,PosLength,6,1095
Eclipse OCL,Repair,,railway-repair-16,2,RouteSensor,1,288
Eclipse OCL,Repair,,railway-repair-16,2,RouteSensor,2,262
Eclipse OCL,Repair,,railway-repair-16,2,RouteSensor,3,237
Eclipse OCL,Repair,,railway-repair-16,2,RouteSensor,4,215
Eclipse OCL,Repair,,railway-repair-16,2,RouteSensor,5,195
Eclipse OCL,Repair,,railway-repair-16,2,RouteSensor,6,177
Eclipse OCL,Repair,,railway-repair-16,2,SemaphoreNeighbor,1,62
