Tool,Workload,Description,Model,Run,Phase,Iteration,Time
RDF4J (No Inferencing),Repair,,railway-repair-1,1,Read,,693851873
RDF4J (No Inferencing),Repair,,railway-repair-1,1,Check,,619859307
RDF4J (No Inferencing),Repair,,railway-repair-1,1,Transformation,1,16057594
RDF4J (No Inferencing),Repair,,railway-repair-1,1,Recheck,1,229768388
RDF4J (No Inferencing),Repair,,railway-repair-1,1,Transformation,2,4021609
RDF4J (No Inferencing),Repair,,railway-repair-1,1,Recheck,2,372602359
RDF4J (No Inferencing),Repair,,railway-repair-1,1,Transformation,3,4580071
RDF4J (No Inferencing),Repair,,railway-repair-1,1,Recheck,3,190598645
RDF4J (No Inferencing),Repair,,railway-repair-1,1,Transformation,4,4675959
RDF4J (No Inferencing),Repair,,railway-repair-1,1,Recheck,4,253810598
RDF4J (No Inferencing),Repair,,railway-repair-1,1,Transformation,5,3039998
RDF4J (No Inferencing),Repair,,railway-repair-1,1,Recheck,5,150110898
RDF4J (No Inferencing),Repair,,railway-repair-1,2,Read,,281392124
RDF4J (No Inferencing),Repair,,railway-repair-1,2,Check,,102629948
RDF4J (No Inferencing),Repair,,railway-repair-1,2,Transformation,1,3377487
RDF4J (No Inferencing),Repair,,railway-repair-1,2,Recheck,1,126249587
RDF4J (No Inferencing),Repair,,railway-repair-1,2,Transformation,2,4560125
RDF4J (No Inferencing),Repair,,railway-repair-1,2,Recheck,2,149262389
RDF4J (No Inferencing),Repair,,railway-repair-1,2,Transformation,3,2542002
RDF4J (No Inferencing),Repair,,railway-repair-1,2,Recheck,3,124968040
RDF4J (No Inferencing),Repair,,railway-repair-1,2,Transformation,4,2341428
RDF4J (No Inferencing),Repair,,railway-repair-1,2,Recheck,4,205369792
RDF4J (No Inferencing),Repair,,railway-repair-1,2,Transformation,5,2990860
RDF4J (No Inferencing),Repair,,railway-repair-1,2,Recheck,5,131702949
RDF4J (No Inferencing),Repair,,railway-repair-1,3,Read,,153431306
RDF4J (No Inferencing),Repair,,railway-repair-1,3,Check,,92187284
RDF4J (No Inferencing),Repair,,railway-repair-1,3,Transformation,1,2527851
RDF4J (No Inferencing),Repair,,railway-repair-1,3,Recheck,1,129834934
RDF4J (No Inferencing),Repair,,railway-repair-1,3,Transformation,2,6966321
RDF4J (No Inferencing),Repair,,railway-repair-1,3,Recheck,2,123823452
RDF4J (No Inferencing),Repair,,railway-repair-1,3,Transformation,3,2363839
RDF4J (No Inferencing),Repair,,railway-repair-1,3,Recheck,3,127231763
RDF4J (No Inferencing),Repair,,railway-repair-1,3,Transformation,4,2069694
RDF4J (No Inferencing),Repair,,railway-repair-1,3,Recheck,4,127608234
RDF4J (No Inferencing),Repair,,railway-repair-1,3,Transformation,5,2683617
RDF4J (No Inferencing),Repair,,railway-repair-1,3,Recheck,5,199455227
RDF4J (No Inferencing),Repair,,railway-repair-1,4,Read,,129131824
RDF4J (No Inferencing),Repair,,railway-repair-1,4,Check,,88495021
RDF4J (No Inferencing),Repair,,railway-repair-1,4,Transformation,1,4608390
RDF4J (No Inferencing),Repair,,railway-repair-1,4,Recheck,1,129822725
RDF4J (No Inferencing),Repair,,railway-repair-1,4,Transformation,2,2846132
RDF4J (No Inferencing),Repair,,railway-repair-1,4,Recheck,2,128973556
RDF4J (No Inferencing),Repair,,railway-repair-1,4,Transformation,3,2064710
RDF4J (No Inferencing),Repair,,railway-repair-1,4,Recheck,3,125123250
RDF4J (No Inferencing),Repair,,railway-repair-1,4,Transformation,4,2023300
RDF4J (No Inferencing),Repair,,railway-repair-1,4,Recheck,4,124494502
RDF4J (No Inferencing),Repair,,railway-repair-1,4,Transformation,5,1674551
RDF4J (No Inferencing),Repair,,railway-repair-1,4,Recheck,5,128463104
RDF4J (No Inferencing),Repair,,railway-repair-1,5,Read,,174339100
RDF4J (No Inferencing),Repair,,railway-repair-1,5,Check,,129046859
RDF4J (No Inferencing),Repair,,railway-repair-1,5,Transformation,1,3331040
RDF4J (No Inferencing),Repair,,railway-repair-1,5,Recheck,1,131375688
RDF4J (No Inferencing),Repair,,railway-repair-1,5,Transformation,2,2656522
RDF4J (No Inferencing),Repair,,railway-repair-1,5,Recheck,2,120904874
RDF4J (No Inferencing),Repair,,railway-repair-1,5,Transformation,3,2237959
RDF4J (No Inferencing),Repair,,railway-repair-1,5,Recheck,3,124779578
RDF4J (No Inferencing),Repair,,railway-repair-1,5,Transformation,4,5751449
RDF4J (No Inferencing),Repair,,railway-repair-1,5,Recheck,4,175722885
RDF4J (No Inferencing),Repair,,railway-repair-1,5,Transformation,5,1800225
RDF4J (No Inferencing),Repair,,railway-repair-1,5,Recheck,5,131834284
