Tool,Workload,Description,Model,Run,Query,Iteration,Matches
RDF4J (No Inferencing),Inject,,railway-inject-2,1,ConnectedSegments,1,20
RDF4J (No Inferencing),Inject,,railway-inject-2,1,ConnectedSegments,2,30
RDF4J (No Inferencing),Inject,,railway-inject-2,1,ConnectedSegments,3,40
RDF4J (No Inferencing),Inject,,railway-inject-2,1,ConnectedSegments,4,50
RDF4J (No Inferencing),Inject,,railway-inject-2,1,ConnectedSegments,5,60
RDF4J (No Inferencing),Inject,,railway-inject-2,1,ConnectedSegments,6,70
RDF4J (No Inferencing),Inject,,railway-inject-2,1,PosLength,1,52
RDF4J (No Inferencing),Inject,,railway-inject-2,1,PosLength,2,62
RDF4J (No Inferencing),Inject,,railway-inject-2,1,PosLength,3,72
RDF4J (No Inferencing),Inject,,railway-inject-2,1,PosLength,4,82
RDF4J (No Inferencing),Inject,,railway-inject-2,1,PosLength,5,92
RDF4J (No Inferencing),Inject,,railway-inject-2,1,PosLength,6,101
RDF4J (No Inferencing),Inject,,railway-inject-2,1,RouteSensor,1,20
RDF4J (No Inferencing),Inject,,railway-inject-2,1,RouteSensor,2,30
RDF4J (No Inferencing),Inject,,railway-inject-2,1,RouteSensor,3,33
RDF4J (No Inferencing),Inject,,railway-inject-2,1,RouteSensor,4,37
RDF4J (No Inferencing),Inject,,railway-inject-2,1,RouteSensor,5,37
RDF4J (No Inferencing),Inject,,railway-inject-2,1,RouteSensor,6,41
RDF4J (No Inferencing),Inject,,railway-inject-2,1,SemaphoreNeighbor,1,12
RDF4J (No Inferencing),Inject,,railway-inject-2,1,SemaphoreNeighbor,2,40
RDF4J (No Inferencing),Inject,,railway-inject-2,1,SemaphoreNeighbor,3,37
RDF4J (No Inferencing),Inject,,railway-inject-2,1,SemaphoreNeighbor,4,36
RDF4J (No Inferencing),Inject,,railway-inject-2,1,SemaphoreNeighbor,5,36
RDF4J (No Inferencing),Inject,,railway-inject-2,1,SemaphoreNeighbor,6,32
RDF4J (No Inferencing),Inject,,railway-inject-2,1,SwitchSet,1,5
RDF4J (No Inferencing),Inject,,railway-inject-2,1,SwitchSet,2,0
RDF4J (No Inferencing),Inject,,railway-inject-2,1,SwitchSet,3,0
RDF4J (No Inferencing),Inject,,railway-inject-2,1,SwitchSet,4,0
RDF4J (No Inferencing),Inject,,railway-inject-2,1,SwitchSet,5,0
RDF4J (No Inferencing),Inject,,railway-inject-2,1,SwitchSet,6,0
RDF4J (No Inferencing),Inject,,railway-inject-2,1,SwitchMonitored,1,0
RDF4J (No Inferencing),Inject,,railway-inject-2,1,SwitchMonitored,2,10
RDF4J (No Inferencing),Inject,,railway-inject-2,1,SwitchMonitored,3,20
RDF4J (No Inferencing),Inject,,railway-inject-2,1,SwitchMonitored,4,29
RDF4J (No Inferencing),Inject,,railway-inject-2,1,SwitchMonitored,5,37
RDF4J (No Inferencing),Inject,,railway-inject-2,1,SwitchMonitored,6,43
RDF4J (No Inferencing),Inject,,railway-inject-2,2,ConnectedSegments,1,20
RDF4J (No Inferencing),Inject,,railway-inject-2,2,ConnectedSegments,2,30
RDF4J (No Inferencing),Inject,,railway-inject-2,2,ConnectedSegments,3,40
RDF4J (No Inferencing),Inject,,railway-inject-2,2,ConnectedSegments,4,50
