Tool,Workload,Description,Model,Run,Phase,Iteration,Time
RDF4J (No Inferencing),Inject,,railway-inject-8,1,Read,,1915339768
RDF4J (No Inferencing),Inject,,railway-inject-8,1,Check,,2524606140
RDF4J (No Inferencing),Inject,,railway-inject-8,1,Transformation,1,63469059
RDF4J (No Inferencing),Inject,,railway-inject-8,1,Recheck,1,4123192116
RDF4J (No Inferencing),Inject,,railway-inject-8,1,Transformation,2,45692718
RDF4J (No Inferencing),Inject,,railway-inject-8,1,Recheck,2,4091787133
RDF4J (No Inferencing),Inject,,railway-inject-8,1,Transformation,3,17419216
RDF4J (No Inferencing),Inject,,railway-inject-8,1,Recheck,3,4563872124
RDF4J (No Inferencing),Inject,,railway-inject-8,1,Transformation,4,33305214
RDF4J (No Inferencing),Inject,,railway-inject-8,1,Recheck,4,5550195725
RDF4J (No Inferencing),Inject,,railway-inject-8,1,Transformation,5,19336660
RDF4J (No Inferencing),Inject,,railway-inject-8,1,Recheck,5,5446162967
RDF4J (No Inferencing),Inject,,railway-inject-8,2,Read,,1177685937
RDF4J (No Inferencing),Inject,,railway-inject-8,2,Check,,1580817098
RDF4J (No Inferencing),Inject,,railway-inject-8,2,Transformation,1,15311669
RDF4J (No Inferencing),Inject,,railway-inject-8,2,Recheck,1,3300362864
RDF4J (No Inferencing),Inject,,railway-inject-8,2,Transformation,2,14028723
RDF4J (No Inferencing),Inject,,railway-inject-8,2,Recheck,2,3814985762
RDF4J (No Inferencing),Inject,,railway-inject-8,2,Transformation,3,12175881
RDF4J (No Inferencing),Inject,,railway-inject-8,2,Recheck,3,4338379240
RDF4J (No Inferencing),Inject,,railway-inject-8,2,Transformation,4,22883660
RDF4J (No Inferencing),Inject,,railway-inject-8,2,Recheck,4,5402423301
RDF4J (No Inferencing),Inject,,railway-inject-8,2,Transformation,5,17443918
RDF4J (No Inferencing),Inject,,railway-inject-8,2,Recheck,5,5566778693
RDF4J (No Inferencing),Inject,,railway-inject-8,3,Read,,955345405
RDF4J (No Inferencing),Inject,,railway-inject-8,3,Check,,1551375788
RDF4J (No Inferencing),Inject,,railway-inject-8,3,Transformation,1,17243130
RDF4J (No Inferencing),Inject,,railway-inject-8,3,Recheck,1,3470792403
RDF4J (No Inferencing),Inject,,railway-inject-8,3,Transformation,2,10246784
RDF4J (No Inferencing),Inject,,railway-inject-8,3,Recheck,2,4293825459
RDF4J (No Inferencing),Inject,,railway-inject-8,3,Transformation,3,9611011
RDF4J (No Inferencing),Inject,,railway-inject-8,3,Recheck,3,4709261647
RDF4J (No Inferencing),Inject,,railway-inject-8,3,Transformation,4,14063231
RDF4J (No Inferencing),Inject,,railway-inject-8,3,Recheck,4,5406689184
RDF4J (No Inferencing),Inject,,railway-inject-8,3,Transformation,5,11971639
RDF4J (No Inferencing),Inject,,railway-inject-8,3,Recheck,5,6088554731
RDF4J (No Inferencing),Inject,,railway-inject-8,4,Read,,950774186
RDF4J (No Inferencing),Inject,,railway-inject-8,4,Check,,1538617619
RDF4J (No Inferencing),Inject,,railway-inject-8,4,Transformation,1,16902666
RDF4J (No Inferencing),Inject,,railway-inject-8,4,Recheck,1,3512052043
RDF4J (No Inferencing),Inject,,railway-inject-8,4,Transformation,2,11495006
RDF4J (No Inferencing),Inject,,railway-inject-8,4,Recheck,2,3803888145
RDF4J (No Inferencing),Inject,,railway-inject-8,4,Transformation,3,8331972
RDF4J (No Inferencing),Inject,,railway-inject-8,4,Recheck,3,4303765607
RDF4J (No Inferencing),Inject,,railway-inject-8,4,Transformation,4,10341334
RDF4J (No Inferencing),Inject,,railway-inject-8,4,Recheck,4,5015540982
RDF4J (No Inferencing),Inject,,railway-inject-8,4,Transformation,5,8452877
RDF4J (No Inferencing),Inject,,railway-inject-8,4,Recheck,5,5390507244
RDF4J (No Inferencing),Inject,,railway-inject-8,5,Read,,949671191
RDF4J (No Inferencing),Inject,,railway-inject-8,5,Check,,1563226623
RDF4J (No Inferencing),Inject,,railway-inject-8,5,Transformation,1,17653610
RDF4J (No Inferencing),Inject,,railway-inject-8,5,Recheck,1,3732809396
RDF4J (No Inferencing),Inject,,railway-inject-8,5,Transformation,2,3848061
RDF4J (No Inferencing),Inject,,railway-inject-8,5,Recheck,2,4054857297
RDF4J (No Inferencing),Inject,,railway-inject-8,5,Transformation,3,9442648
RDF4J (No Inferencing),Inject,,railway-inject-8,5,Recheck,3,4684769899
RDF4J (No Inferencing),Inject,,railway-inject-8,5,Transformation,4,8871218
RDF4J (No Inferencing),Inject,,railway-inject-8,5,Recheck,4,5320244062
RDF4J (No Inferencing),Inject,,railway-inject-8,5,Transformation,5,6920082
RDF4J (No Inferencing),Inject,,railway-inject-8,5,Recheck,5,5528447255
