Tool,Workload,Description,Model,Run,Phase,Iteration,Time
Jena (No Inferencing),Inject,,railway-inject-128,1,Read,,7278490428
Jena (No Inferencing),Inject,,railway-inject-128,1,Check,,4842392933
Jena (No Inferencing),Inject,,railway-inject-128,1,Transformation,1,37366342
Jena (No Inferencing),Inject,,railway-inject-128,1,Recheck,1,3438568655
Jena (No Inferencing),Inject,,railway-inject-128,1,Transformation,2,3302837
Jena (No Inferencing),Inject,,railway-inject-128,1,Recheck,2,3595035150
Jena (No Inferencing),Inject,,railway-inject-128,1,Transformation,3,2500497
Jena (No Inferencing),Inject,,railway-inject-128,1,Recheck,3,3240722038
Jena (No Inferencing),Inject,,railway-inject-128,1,Transformation,4,2569399
Jena (No Inferencing),Inject,,railway-inject-128,1,Recheck,4,3524462969
Jena (No Inferencing),Inject,,railway-inject-128,1,Transformation,5,2562454
Jena (No Inferencing),Inject,,railway-inject-128,1,Recheck,5,3333228681
Jena (No Inferencing),Inject,,railway-inject-128,2,Read,,6628433790
Jena (No Inferencing),Inject,,railway-inject-128,2,Check,,3683198571
Jena (No Inferencing),Inject,,railway-inject-128,2,Transformation,1,6874394
Jena (No Inferencing),Inject,,railway-inject-128,2,Recheck,1,3480678868
Jena (No Inferencing),Inject,,railway-inject-128,2,Transformation,2,2238409
Jena (No Inferencing),Inject,,railway-inject-128,2,Recheck,2,3331953790
Jena (No Inferencing),Inject,,railway-inject-128,2,Transformation,3,2218622
Jena (No Inferencing),Inject,,railway-inject-128,2,Recheck,3,3768512289
Jena (No Inferencing),Inject,,railway-inject-128,2,Transformation,4,2215913
Jena (No Inferencing),Inject,,railway-inject-128,2,Recheck,4,3827531646
Jena (No Inferencing),Inject,,railway-inject-128,2,Transformation,5,2098015
Jena (No Inferencing),Inject,,railway-inject-128,2,Recheck,5,3381706756
Jena (No Inferencing),Inject,,railway-inject-128,3,Read,,6609584066
Jena (No Inferencing),Inject,,railway-inject-128,3,Check,,3390683614
Jena (No Inferencing),Inject,,railway-inject-128,3,Transformation,1,11506250
Jena (No Inferencing),Inject,,railway-inject-128,3,Recheck,1,3359841087
Jena (No Inferencing),Inject,,railway-inject-128,3,Transformation,2,2291384
Jena (No Inferencing),Inject,,railway-inject-128,3,Recheck,2,3713768353
Jena (No Inferencing),Inject,,railway-inject-128,3,Transformation,3,2033738
Jena (No Inferencing),Inject,,railway-inject-128,3,Recheck,3,3438497161
Jena (No Inferencing),Inject,,railway-inject-128,3,Transformation,4,1813579
Jena (No Inferencing),Inject,,railway-inject-128,3,Recheck,4,3696514880
Jena (No Inferencing),Inject,,railway-inject-128,3,Transformation,5,1693040
Jena (No Inferencing),Inject,,railway-inject-128,3,Recheck,5,3519284863
Jena (No Inferencing),Inject,,railway-inject-128,4,Read,,6352533171
Jena (No Inferencing),Inject,,railway-inject-128,4,Check,,3341978456
Jena (No Inferencing),Inject,,railway-inject-128,4,Transformation,1,6764269
Jena (No Inferencing),Inject,,railway-inject-128,4,Recheck,1,3795722010
Jena (No Inferencing),Inject,,railway-inject-128,4,Transformation,2,1810033
Jena (No Inferencing),Inject,,railway-inject-128,4,Recheck,2,3637752222
Jena (No Inferencing),Inject,,railway-inject-128,4,Transformation,3,1969939
Jena (No Inferencing),Inject,,railway-inject-128,4,Recheck,3,3569061600
Jena (No Inferencing),Inject,,railway-inject-128,4,Transformation,4,1848978
Jena (No Inferencing),Inject,,railway-inject-128,4,Recheck,4,3761528387
Jena (No Inferencing),Inject,,railway-inject-128,4,Transformation,5,2431011
Jena (No Inferencing),Inject,,railway-inject-128,4,Recheck,5,3586092303
Jena (No Inferencing),Inject,,railway-inject-128,5,Read,,6309100635
Jena (No Inferencing),Inject,,railway-inject-128,5,Check,,3316789603
Jena (No Inferencing),Inject,,railway-inject-128,5,Transformation,1,5596827
Jena (No Inferencing),Inject,,railway-inject-128,5,Recheck,1,3949828794
Jena (No Inferencing),Inject,,railway-inject-128,5,Transformation,2,4501315
Jena (No Inferencing),Inject,,railway-inject-128,5,Recheck,2,3542590433
Jena (No Inferencing),Inject,,railway-inject-128,5,Transformation,3,2867893
Jena (No Inferencing),Inject,,railway-inject-128,5,Recheck,3,3518276345
Jena (No Inferencing),Inject,,railway-inject-128,5,Transformation,4,1577301
Jena (No Inferencing),Inject,,railway-inject-128,5,Recheck,4,3778092119
Jena (No Inferencing),Inject,,railway-inject-128,5,Transformation,5,1574236
Jena (No Inferencing),Inject,,railway-inject-128,5,Recheck,5,3507071456
